,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0,-0.7453686906181284,-0.24878497610822553,-0.46578670283364726,-0.3970880150693775,-0.3658538945442948,-0.47684382339317943,-0.8051161863607887,-0.6779873105409024,-0.7061717490607535,-0.6757080561966606,-0.48220074469523727,-0.5207657631264807,-0.9658679460282145,-0.5492045707569861,-0.3243778535457884,-0.5256633147058551,0.36075394102866354
1,0.8229783166551219,0.13486605001482863,-0.5163624450728383,-0.3970880150693775,-0.47933875522941277,2.6829897684709,-1.2204689691464836,-0.6779873105409024,-0.9159743932023893,0.576272308601817,0.11421027228681638,-0.603823794083462,0.7050479076486311,0.8772525043852127,0.12345706616998936,0.2343670710237232,0.36075394102866354
2,0.47210134514170016,0.5185170761378828,-0.10647097099447968,0.14026184210847195,-0.47933875522941277,-0.47684382339317943,1.2716427433442605,2.6816116572181588,-0.9159743932023893,-0.6757080561966606,-0.48220074469523727,-0.10547560834157457,0.8442908954550349,-0.3955378000192282,-0.09020594947919021,-0.5256633147058551,0.36075394102866354
3,0.06112108420805648,-1.0160870283543335,0.2783234838217899,0.644710600900715,-0.47933875522941277,-0.3759185725687816,-1.0127938238094925,-0.3980218497606366,-0.9159743932023893,-0.2583829372376545,-0.3330979904497238,-0.5622947786049713,0.8442908954550349,-0.6229920615348324,-0.39135396437089326,-0.5256633147058551,0.36075394102866354
4,-0.3600175684896948,0.5185170761378828,-0.507880140294777,-0.38596808321112436,-0.47933875522941277,-0.47684382339317943,-1.0127938238094925,-0.3980218497606366,-0.9159743932023893,-0.6757080561966606,-0.48220074469523727,-0.5622947786049713,-0.9101707509056529,-0.37496379999737933,-0.27383414464436384,-0.5256633147058551,0.36075394102866354
5,0.1321370621392751,0.5185170761378828,0.1904680120830188,-0.3970880150693775,1.1066894948151786,-0.47684382339317943,0.4409396698845833,-0.6779873105409024,0.5526491510726612,-0.6757080561966606,-0.48220074469523727,-0.27159167025553704,-0.7430791655379684,-0.11107093691291267,0.7643210652487444,-0.5256633147058551,0.36075394102866354
6,-0.45449516573587656,0.5185170761378828,3.2428943051947385,4.052712567031085,0.3395365948588627,-0.47684382339317943,1.2716427433442605,2.6816116572181588,1.60166740706444,-0.6757080561966606,-0.48220074469523727,2.0540331965399377,2.5152067491318806,1.7004175910475312,-0.29626613180745115,2.8944768412174033,0.36075394102866354
7,0.13899468013862679,0.5185170761378828,-0.28511361106093924,-0.3970880150693775,0.039551142368579234,-0.47684382339317943,1.2716427433442605,-0.6779873105409024,1.60166740706444,-0.6757080561966606,-0.48220074469523727,-0.10547560834157457,-0.6038361777315646,-0.3746967640708455,-0.1359341243494706,-0.5256633147058551,0.36075394102866354
8,-0.26218725238133633,0.5185170761378828,-0.05964864861958067,0.06264471773786497,-0.24142500117256177,-0.47684382339317943,-0.3897658956868064,-0.3980218497606366,-0.2865639431356819,-0.6757080561966606,-0.48220074469523727,-0.39617871669100885,0.7050479076486311,-0.37132791871612253,-0.24158600683998882,-0.5256633147058551,0.36075394102866354
9,-0.6901439860899798,-1.3997380544773876,0.16307016764988044,0.49361852677670015,-0.47933875522941277,-0.47684382339317943,-0.8051161863607887,-0.11805302938140295,-0.9159743932023893,-0.6757080561966606,-0.48220074469523727,-0.47923674764799007,1.8189918100998614,-0.19710201353255738,-0.34320067304860985,-0.5256633147058551,0.36075394102866354
